中文名,英文名,等级,等级内序号,海克斯名称
狂厄蔷薇,Briar,棱彩,5,踢踏舞
狂厄蔷薇,Briar,棱彩,6,巨人杀手
狂厄蔷薇,Briar,棱彩,7,双刀流
狂厄蔷薇,Briar,棱彩,8,利刃华尔兹
狂厄蔷薇,Briar,棱彩,9,珠光护手
狂厄蔷薇,Briar,棱彩,10,最万用的瞄准镜
狂厄蔷薇,Briar,棱彩,11,质变：混沌
狂厄蔷薇,Briar,棱彩,12,砍伤
狂厄蔷薇,Briar,棱彩,13,无限循环往复
狂厄蔷薇,Briar,棱彩,14,地狱三头犬
狂厄蔷薇,Briar,棱彩,15,扳机炼狱
狂厄蔷薇,Briar,棱彩,16,回归基本功
狂厄蔷薇,Briar,棱彩,17,死亡之环
狂厄蔷薇,Briar,棱彩,18,全凭身法
狂厄蔷薇,Briar,棱彩,19,量子计算
狂厄蔷薇,Briar,棱彩,20,连拨击锤
狂厄蔷薇,Briar,棱彩,21,小丑学院
狂厄蔷薇,Briar,棱彩,22,蛋白粉奶昔
狂厄蔷薇,Briar,棱彩,23,史上最大雪球
狂厄蔷薇,Briar,棱彩,24,不祥契约
狂厄蔷薇,Briar,棱彩,25,最终形态
狂厄蔷薇,Briar,棱彩,26,当心小蛋糕！
狂厄蔷薇,Briar,棱彩,27,飞身踢
狂厄蔷薇,Briar,黄金,1,魔鬼之舞
狂厄蔷薇,Briar,黄金,2,裁决使
狂厄蔷薇,Briar,黄金,3,火上浇油
狂厄蔷薇,Briar,黄金,4,闪电打击
狂厄蔷薇,Briar,黄金,5,更万用的瞄准镜
狂厄蔷薇,Briar,黄金,6,灵魂虹吸
狂厄蔷薇,Briar,黄金,7,穿针引线
狂厄蔷薇,Briar,黄金,8,接二连三
狂厄蔷薇,Briar,黄金,9,会心治疗
狂厄蔷薇,Briar,黄金,10,任务：钢化你心
狂厄蔷薇,Briar,黄金,11,质变：棱彩阶
狂厄蔷薇,Briar,黄金,12,罪恶快感
狂厄蔷薇,Briar,黄金,13,升级：狂妄
狂厄蔷薇,Briar,黄金,14,吸血习性
狂厄蔷薇,Briar,黄金,15,缩小引擎
狂厄蔷薇,Briar,黄金,16,吞噬灵魂
狂厄蔷薇,Briar,黄金,17,尖端发明家
狂厄蔷薇,Briar,黄金,18,关键暴击
狂厄蔷薇,Briar,黄金,19,古式佳酿
狂厄蔷薇,Briar,黄金,20,循环往复
狂厄蔷薇,Briar,黄金,21,缩小射线
狂厄蔷薇,Briar,黄金,22,面包和果酱
狂厄蔷薇,Briar,黄金,23,升级：无尽之刃
狂厄蔷薇,Briar,黄金,24,心灵净化
狂厄蔷薇,Briar,黄金,25,坦克引擎
狂厄蔷薇,Briar,黄金,26,捐赠
狂厄蔷薇,Briar,黄金,27,超凡邪恶
狂厄蔷薇,Briar,黄金,28,红包
狂厄蔷薇,Briar,黄金,29,最终都市列车
狂厄蔷薇,Briar,黄金,30,咏叹奏鸣
狂厄蔷薇,Briar,黄金,31,升级：耀光
狂厄蔷薇,Briar,黄金,32,星界躯体
狂厄蔷薇,Briar,黄金,33,黎明使者的坚决
狂厄蔷薇,Briar,黄金,34,有始有终
狂厄蔷薇,Briar,黄金,35,无休回复
狂厄蔷薇,Briar,黄金,36,易损
狂厄蔷薇,Briar,黄金,37,面包和黄油
狂厄蔷薇,Briar,黄金,38,神射法师
狂厄蔷薇,Briar,黄金,39,面包和奶酪
狂厄蔷薇,Briar,黄金,40,圣火
狂厄蔷薇,Briar,黄金,41,一板一眼
狂厄蔷薇,Briar,黄金,42,神圣干预
狂厄蔷薇,Briar,黄金,43,作弊：我能回城！
狂厄蔷薇,Briar,黄金,44,夜狩
狂厄蔷薇,Briar,黄金,45,升级：雪球
狂厄蔷薇,Briar,黄金,46,雪球扭蛋机
狂厄蔷薇,Briar,黄金,47,弹球
狂厄蔷薇,Briar,黄金,48,生机迸发
狂厄蔷薇,Briar,黄金,49,双发快射
狂厄蔷薇,Briar,白银,1,灵巧
狂厄蔷薇,Briar,白银,2,急救用具
狂厄蔷薇,Briar,白银,3,残暴之力
狂厄蔷薇,Briar,白银,4,扇巴掌
狂厄蔷薇,Briar,白银,5,渴血
狂厄蔷薇,Briar,白银,6,万用瞄准镜
狂厄蔷薇,Briar,白银,7,升级：收集者
狂厄蔷薇,Briar,白银,8,速度恶魔
狂厄蔷薇,Briar,白银,9,狂热者
狂厄蔷薇,Briar,白银,10,大力
狂厄蔷薇,Briar,白银,11,俯冲轰炸
狂厄蔷薇,Briar,白银,12,炼狱龙魂
狂厄蔷薇,Briar,白银,13,点亮他们！
狂厄蔷薇,Briar,白银,14,台风
狂厄蔷薇,Briar,白银,15,重量级打击手
狂厄蔷薇,Briar,白银,16,魔法转物理
狂厄蔷薇,Briar,白银,17,质变：黄金阶
狂厄蔷薇,Briar,白银,18,负重爆气
狂厄蔷薇,Briar,白银,19,冰霜 幽灵
狂厄蔷薇,Briar,白银,20,暗影疾奔
狂厄蔷薇,Briar,白银,21,会心防御
狂厄蔷薇,Briar,白银,22,自我毁灭
狂厄蔷薇,Briar,白银,23,练腿日
狂厄蔷薇,Briar,白银,24,刃下生风
狂厄蔷薇,Briar,白银,25,逃跑计划
狂厄蔷薇,Briar,白银,26,杀意翻涌
皮城女警,Caitlyn,棱彩,1,战争交响乐
皮城女警,Caitlyn,棱彩,2,踢踏舞
皮城女警,Caitlyn,棱彩,3,最万用的瞄准镜
皮城女警,Caitlyn,棱彩,4,巨人杀手
皮城女警,Caitlyn,棱彩,5,连拨击锤
皮城女警,Caitlyn,棱彩,6,双刀流
皮城女警,Caitlyn,棱彩,7,珠光护手
皮城女警,Caitlyn,棱彩,8,秘术冲拳
皮城女警,Caitlyn,棱彩,9,精准奇才
皮城女警,Caitlyn,棱彩,10,亮出你的剑
皮城女警,Caitlyn,棱彩,11,质变：混沌
皮城女警,Caitlyn,棱彩,12,玻璃大炮
皮城女警,Caitlyn,棱彩,13,夺金
皮城女警,Caitlyn,棱彩,14,无限循环往复
皮城女警,Caitlyn,棱彩,15,地狱三头犬
皮城女警,Caitlyn,棱彩,16,当心小蛋糕！
皮城女警,Caitlyn,棱彩,17,飞身踢
皮城女警,Caitlyn,棱彩,18,回归基本功
皮城女警,Caitlyn,棱彩,19,歌利亚巨人
皮城女警,Caitlyn,棱彩,20,全能龙魂
皮城女警,Caitlyn,棱彩,21,量子计算
皮城女警,Caitlyn,棱彩,22,终极刷新
皮城女警,Caitlyn,棱彩,23,任务：海牛阿福的勇士
皮城女警,Caitlyn,棱彩,24,小丑学院
皮城女警,Caitlyn,棱彩,25,终极唤醒
皮城女警,Caitlyn,黄金,1,火上浇油
皮城女警,Caitlyn,黄金,2,有始有终
皮城女警,Caitlyn,黄金,3,闪电打击
皮城女警,Caitlyn,黄金,4,更万用的瞄准镜
皮城女警,Caitlyn,黄金,5,穿针引线
皮城女警,Caitlyn,黄金,6,接二连三
皮城女警,Caitlyn,黄金,7,魔法飞弹
皮城女警,Caitlyn,黄金,8,质变：棱彩阶
皮城女警,Caitlyn,黄金,9,罪恶快感
皮城女警,Caitlyn,黄金,10,暴击律动
皮城女警,Caitlyn,黄金,11,升级：无尽之刃
皮城女警,Caitlyn,黄金,12,吸血习性
皮城女警,Caitlyn,黄金,13,暴击飞弹
皮城女警,Caitlyn,黄金,14,裁决使
皮城女警,Caitlyn,黄金,15,关键暴击
皮城女警,Caitlyn,黄金,16,回力OK镖
皮城女警,Caitlyn,黄金,17,缩小射线
皮城女警,Caitlyn,黄金,18,灵魂虹吸
皮城女警,Caitlyn,黄金,19,易损
皮城女警,Caitlyn,黄金,20,老练狙神
皮城女警,Caitlyn,黄金,21,会心治疗
皮城女警,Caitlyn,黄金,22,一板一眼
皮城女警,Caitlyn,黄金,23,作弊：我能回城！
皮城女警,Caitlyn,黄金,24,夜狩
皮城女警,Caitlyn,黄金,25,升级：狂妄
皮城女警,Caitlyn,黄金,26,心灵净化
皮城女警,Caitlyn,黄金,27,缩小引擎
皮城女警,Caitlyn,黄金,28,捐赠
皮城女警,Caitlyn,黄金,29,红包
皮城女警,Caitlyn,黄金,30,魄罗爆破手
皮城女警,Caitlyn,黄金,31,咏叹奏鸣
皮城女警,Caitlyn,黄金,32,双发快射
皮城女警,Caitlyn,黄金,33,尖端发明家
皮城女警,Caitlyn,黄金,34,虚幻武器
皮城女警,Caitlyn,黄金,35,循环往复
皮城女警,Caitlyn,黄金,36,无休回复
皮城女警,Caitlyn,黄金,37,急急小子
皮城女警,Caitlyn,黄金,38,面包和黄油
皮城女警,Caitlyn,黄金,39,闪现向前
皮城女警,Caitlyn,黄金,40,面包和果酱
皮城女警,Caitlyn,黄金,41,面包和奶酪
皮城女警,Caitlyn,黄金,42,杀戮时间到了
皮城女警,Caitlyn,黄金,43,神圣干预
皮城女警,Caitlyn,黄金,44,坦克引擎
皮城女警,Caitlyn,黄金,45,吞噬灵魂
皮城女警,Caitlyn,黄金,46,最终都市列车
皮城女警,Caitlyn,黄金,47,生机迸发
皮城女警,Caitlyn,白银,1,灵巧
皮城女警,Caitlyn,白银,2,点亮他们！
皮城女警,Caitlyn,白银,3,台风
皮城女警,Caitlyn,白银,4,渴血
皮城女警,Caitlyn,白银,5,万用瞄准镜
皮城女警,Caitlyn,白银,6,升级：收集者
皮城女警,Caitlyn,白银,7,大力
皮城女警,Caitlyn,白银,8,炼狱龙魂
皮城女警,Caitlyn,白银,9,残暴之力
皮城女警,Caitlyn,白银,10,家园卫士
皮城女警,Caitlyn,白银,11,扇巴掌
皮城女警,Caitlyn,白银,12,魔法转物理
皮城女警,Caitlyn,白银,13,质变：黄金阶
皮城女警,Caitlyn,白银,14,练腿日
皮城女警,Caitlyn,白银,15,活力再生
皮城女警,Caitlyn,白银,16,霸符兄弟
皮城女警,Caitlyn,白银,17,唯快不破
皮城女警,Caitlyn,白银,18,侵蚀
皮城女警,Caitlyn,白银,19,防护面纱
皮城女警,Caitlyn,白银,20,海洋龙魂
皮城女警,Caitlyn,白银,21,退敌力场
皮城女警,Caitlyn,白银,22,会心防御
皮城女警,Caitlyn,白银,23,重量级打击手
皮城女警,Caitlyn,白银,24,刃下生风
皮城女警,Caitlyn,白银,25,逃跑计划
皮城女警,Caitlyn,白银,26,速度恶魔
皮城女警,Caitlyn,白银,27,海克斯科技龙魂
皮城女警,Caitlyn,白银,28,由暴生急
青钢影,Camille,棱彩,1,歌利亚巨人
青钢影,Camille,棱彩,2,战争交响乐
青钢影,Camille,棱彩,3,最万用的瞄准镜
青钢影,Camille,棱彩,4,巨人杀手
青钢影,Camille,棱彩,5,利刃华尔兹
青钢影,Camille,棱彩,6,珠光护手
青钢影,Camille,棱彩,7,秘术冲拳
青钢影,Camille,棱彩,8,量子计算
青钢影,Camille,棱彩,9,踢踏舞
青钢影,Camille,棱彩,10,质变：混沌
青钢影,Camille,棱彩,11,砍伤
青钢影,Camille,棱彩,12,史上最大雪球
青钢影,Camille,棱彩,13,无限循环往复
青钢影,Camille,棱彩,14,地狱三头犬
青钢影,Camille,棱彩,15,扳机炼狱
青钢影,Camille,棱彩,16,全凭身法
青钢影,Camille,棱彩,17,双刀流
青钢影,Camille,棱彩,18,小丑学院
青钢影,Camille,棱彩,19,最终形态
青钢影,Camille,棱彩,20,神圣雪球
青钢影,Camille,棱彩,21,舞会女王
青钢影,Camille,棱彩,22,当心小蛋糕！
青钢影,Camille,棱彩,23,魄罗之王的弹跳
青钢影,Camille,棱彩,24,飞身踢
青钢影,Camille,黄金,1,魔鬼之舞
青钢影,Camille,黄金,2,裁决使
青钢影,Camille,黄金,3,古式佳酿
青钢影,Camille,黄金,4,更万用的瞄准镜
青钢影,Camille,黄金,5,缩小射线
青钢影,Camille,黄金,6,穿针引线
青钢影,Camille,黄金,7,质变：棱彩阶
青钢影,Camille,黄金,8,一板一眼
青钢影,Camille,黄金,9,罪恶快感
青钢影,Camille,黄金,10,升级：狂妄
青钢影,Camille,黄金,11,吸血习性
青钢影,Camille,黄金,12,红包
青钢影,Camille,黄金,13,升级：耀光
青钢影,Camille,黄金,14,尖端发明家
青钢影,Camille,黄金,15,火上浇油
青钢影,Camille,黄金,16,闪电打击
青钢影,Camille,黄金,17,循环往复
青钢影,Camille,黄金,18,接二连三
青钢影,Camille,黄金,19,会心治疗
青钢影,Camille,黄金,20,面包和奶酪
青钢影,Camille,黄金,21,任务：钢化你心
青钢影,Camille,黄金,22,神圣干预
青钢影,Camille,黄金,23,升级：雪球
青钢影,Camille,黄金,24,雪球扭蛋机
青钢影,Camille,黄金,25,心灵净化
青钢影,Camille,黄金,26,坦克引擎
青钢影,Camille,黄金,27,弹球
青钢影,Camille,黄金,28,缩小引擎
青钢影,Camille,黄金,29,吞噬灵魂
青钢影,Camille,黄金,30,捐赠
青钢影,Camille,黄金,31,最终都市列车
青钢影,Camille,黄金,32,咏叹奏鸣
青钢影,Camille,黄金,33,星界躯体
青钢影,Camille,黄金,34,黎明使者的坚决
青钢影,Camille,黄金,35,关键暴击
青钢影,Camille,黄金,36,回力OK镖
青钢影,Camille,黄金,37,狂徒豪气
青钢影,Camille,黄金,38,坚韧
青钢影,Camille,黄金,39,无休回复
青钢影,Camille,黄金,40,灵魂虹吸
青钢影,Camille,黄金,41,易损
青钢影,Camille,黄金,42,面包和黄油
青钢影,Camille,黄金,43,溢流
青钢影,Camille,黄金,44,作弊：我能回城！
青钢影,Camille,黄金,45,夜狩
青钢影,Camille,黄金,46,升级：无尽之刃
青钢影,Camille,黄金,47,生机迸发
青钢影,Camille,黄金,48,魄罗爆破手
青钢影,Camille,白银,1,灵巧
青钢影,Camille,白银,2,炼狱龙魂
青钢影,Camille,白银,3,残暴之力
青钢影,Camille,白银,4,扇巴掌
青钢影,Camille,白银,5,渴血
青钢影,Camille,白银,6,万用瞄准镜
青钢影,Camille,白银,7,质变：黄金阶
青钢影,Camille,白银,8,速度恶魔
青钢影,Camille,白银,9,大力
青钢影,Camille,白银,10,俯冲轰炸
青钢影,Camille,白银,11,自我毁灭
青钢影,Camille,白银,12,重量级打击手
青钢影,Camille,白银,13,魔法转物理
青钢影,Camille,白银,14,升级：收集者
青钢影,Camille,白银,15,负重爆气
青钢影,Camille,白银,16,急救用具
青钢影,Camille,白银,17,冰霜 幽灵
青钢影,Camille,白银,18,点亮他们！
青钢影,Camille,白银,19,暗影疾奔
青钢影,Camille,白银,20,台风
青钢影,Camille,白银,21,终极不可阻挡
青钢影,Camille,白银,22,练腿日
青钢影,Camille,白银,23,强力护盾
青钢影,Camille,白银,24,快中求稳
青钢影,Camille,白银,25,逃跑计划
魔蛇之拥,Cassiopeia,棱彩,1,尤里卡
魔蛇之拥,Cassiopeia,棱彩,2,炼狱导管
魔蛇之拥,Cassiopeia,棱彩,3,珠光护手
魔蛇之拥,Cassiopeia,棱彩,4,任务：沃格勒特的巫师帽
魔蛇之拥,Cassiopeia,棱彩,5,巨人杀手
魔蛇之拥,Cassiopeia,棱彩,6,无限循环往复
魔蛇之拥,Cassiopeia,棱彩,7,虚空裂隙
魔蛇之拥,Cassiopeia,棱彩,8,质变：混沌
魔蛇之拥,Cassiopeia,棱彩,9,残忍
魔蛇之拥,Cassiopeia,棱彩,10,不祥契约
魔蛇之拥,Cassiopeia,棱彩,11,死亡之环
魔蛇之拥,Cassiopeia,棱彩,12,歌利亚巨人
魔蛇之拥,Cassiopeia,棱彩,13,全能龙魂
魔蛇之拥,Cassiopeia,棱彩,14,踢踏舞
魔蛇之拥,Cassiopeia,棱彩,15,终极刷新
魔蛇之拥,Cassiopeia,棱彩,16,玻璃大炮
魔蛇之拥,Cassiopeia,棱彩,17,夺金
魔蛇之拥,Cassiopeia,棱彩,18,终极唤醒
魔蛇之拥,Cassiopeia,棱彩,19,当心小蛋糕！
魔蛇之拥,Cassiopeia,黄金,1,裁决使
魔蛇之拥,Cassiopeia,黄金,2,有始有终
魔蛇之拥,Cassiopeia,黄金,3,古式佳酿
魔蛇之拥,Cassiopeia,黄金,4,穿针引线
魔蛇之拥,Cassiopeia,黄金,5,魔法飞弹
魔蛇之拥,Cassiopeia,黄金,6,超强大脑
魔蛇之拥,Cassiopeia,黄金,7,质变：棱彩阶
魔蛇之拥,Cassiopeia,黄金,8,溢流
魔蛇之拥,Cassiopeia,黄金,9,吸血习性
魔蛇之拥,Cassiopeia,黄金,10,缩小引擎
魔蛇之拥,Cassiopeia,黄金,11,超凡邪恶
魔蛇之拥,Cassiopeia,黄金,12,祖母的辣椒油
魔蛇之拥,Cassiopeia,黄金,13,基石法师
魔蛇之拥,Cassiopeia,黄金,14,循环往复
魔蛇之拥,Cassiopeia,黄金,15,易损
魔蛇之拥,Cassiopeia,黄金,16,急急小子
魔蛇之拥,Cassiopeia,黄金,17,面包和黄油
魔蛇之拥,Cassiopeia,黄金,18,会心治疗
魔蛇之拥,Cassiopeia,黄金,19,神射法师
魔蛇之拥,Cassiopeia,黄金,20,面包和果酱
魔蛇之拥,Cassiopeia,黄金,21,面包和奶酪
魔蛇之拥,Cassiopeia,黄金,22,杀戮时间到了
魔蛇之拥,Cassiopeia,黄金,23,心灵净化
魔蛇之拥,Cassiopeia,黄金,24,暴击飞弹
魔蛇之拥,Cassiopeia,黄金,25,吞噬灵魂
魔蛇之拥,Cassiopeia,黄金,26,捐赠
魔蛇之拥,Cassiopeia,黄金,27,红包
魔蛇之拥,Cassiopeia,黄金,28,魄罗爆破手
魔蛇之拥,Cassiopeia,黄金,29,咏叹奏鸣
魔蛇之拥,Cassiopeia,黄金,30,尖端发明家
魔蛇之拥,Cassiopeia,黄金,31,虚幻武器
魔蛇之拥,Cassiopeia,黄金,32,火上浇油
魔蛇之拥,Cassiopeia,黄金,33,关键暴击
魔蛇之拥,Cassiopeia,黄金,34,回力OK镖
魔蛇之拥,Cassiopeia,黄金,35,无休回复
魔蛇之拥,Cassiopeia,黄金,36,炽烈黎明
魔蛇之拥,Cassiopeia,黄金,37,灵魂虹吸
魔蛇之拥,Cassiopeia,黄金,38,老练狙神
魔蛇之拥,Cassiopeia,黄金,39,圣火
魔蛇之拥,Cassiopeia,黄金,40,神圣干预
魔蛇之拥,Cassiopeia,黄金,41,作弊：我能回城！
魔蛇之拥,Cassiopeia,黄金,42,升级：雪球
魔蛇之拥,Cassiopeia,黄金,43,坦克引擎
魔蛇之拥,Cassiopeia,黄金,44,弹球
魔蛇之拥,Cassiopeia,黄金,45,最终都市列车
魔蛇之拥,Cassiopeia,白银,1,冰寒
魔蛇之拥,Cassiopeia,白银,2,由心及物
魔蛇之拥,Cassiopeia,白银,3,巫师式思考
魔蛇之拥,Cassiopeia,白银,4,扇巴掌
魔蛇之拥,Cassiopeia,白银,5,物理转魔法
魔蛇之拥,Cassiopeia,白银,6,火狐
魔蛇之拥,Cassiopeia,白银,7,帽上加帽
魔蛇之拥,Cassiopeia,白银,8,速度恶魔
魔蛇之拥,Cassiopeia,白银,9,双生火焰
魔蛇之拥,Cassiopeia,白银,10,负重爆气
魔蛇之拥,Cassiopeia,白银,11,霸符兄弟
魔蛇之拥,Cassiopeia,白银,12,海洋龙魂
魔蛇之拥,Cassiopeia,白银,13,渴血
魔蛇之拥,Cassiopeia,白银,14,质变：黄金阶
魔蛇之拥,Cassiopeia,白银,15,练腿日
魔蛇之拥,Cassiopeia,白银,16,升级：中娅
魔蛇之拥,Cassiopeia,白银,17,唯快不破
魔蛇之拥,Cassiopeia,白银,18,侵蚀
魔蛇之拥,Cassiopeia,白银,19,急救用具
魔蛇之拥,Cassiopeia,白银,20,炼狱龙魂
魔蛇之拥,Cassiopeia,白银,21,点亮他们！
魔蛇之拥,Cassiopeia,白银,22,折磨者
魔蛇之拥,Cassiopeia,白银,23,家园卫士
魔蛇之拥,Cassiopeia,白银,24,坚若磐石
魔蛇之拥,Cassiopeia,白银,25,逃跑计划
魔蛇之拥,Cassiopeia,白银,26,海克斯科技龙魂
魔蛇之拥,Cassiopeia,白银,27,狂热者
魔蛇之拥,Cassiopeia,白银,28,注魔
虚空恐惧,Chogath,棱彩,1,巨像的勇气
虚空恐惧,Chogath,棱彩,2,歌利亚巨人
虚空恐惧,Chogath,棱彩,3,慢炖
虚空恐惧,Chogath,棱彩,4,任务：艾卡西亚的陷落
虚空恐惧,Chogath,棱彩,5,无限循环往复
虚空恐惧,Chogath,棱彩,6,飞身踢
虚空恐惧,Chogath,棱彩,7,尤里卡
虚空恐惧,Chogath,棱彩,8,珠光护手
虚空恐惧,Chogath,棱彩,9,踢踏舞
虚空恐惧,Chogath,棱彩,10,终极刷新
虚空恐惧,Chogath,棱彩,11,质变：混沌
虚空恐惧,Chogath,棱彩,12,砍伤
虚空恐惧,Chogath,棱彩,13,残忍
虚空恐惧,Chogath,棱彩,14,最终形态
虚空恐惧,Chogath,棱彩,15,炼狱导管
虚空恐惧,Chogath,棱彩,16,科学狂人
虚空恐惧,Chogath,棱彩,17,量子计算
虚空恐惧,Chogath,棱彩,18,任务：沃格勒特的巫师帽
虚空恐惧,Chogath,棱彩,19,巨人杀手
虚空恐惧,Chogath,棱彩,20,蛋白粉奶昔
虚空恐惧,Chogath,棱彩,21,史上最大雪球
虚空恐惧,Chogath,棱彩,22,不祥契约
虚空恐惧,Chogath,棱彩,23,终极唤醒
虚空恐惧,Chogath,棱彩,24,舞会女王
虚空恐惧,Chogath,棱彩,25,当心小蛋糕！
虚空恐惧,Chogath,棱彩,26,虚空裂隙
虚空恐惧,Chogath,黄金,1,星界躯体
虚空恐惧,Chogath,黄金,2,坚韧
虚空恐惧,Chogath,黄金,3,古式佳酿
虚空恐惧,Chogath,黄金,4,魔法飞弹
虚空恐惧,Chogath,黄金,5,不动如山
虚空恐惧,Chogath,黄金,6,任务：钢化你心
虚空恐惧,Chogath,黄金,7,质变：棱彩阶
虚空恐惧,Chogath,黄金,8,坦克引擎
虚空恐惧,Chogath,黄金,9,缩小引擎
虚空恐惧,Chogath,黄金,10,吞噬灵魂
虚空恐惧,Chogath,黄金,11,超凡邪恶
虚空恐惧,Chogath,黄金,12,祖母的辣椒油
虚空恐惧,Chogath,黄金,13,尖端发明家
虚空恐惧,Chogath,黄金,14,黎明使者的坚决
虚空恐惧,Chogath,黄金,15,裁决使
虚空恐惧,Chogath,黄金,16,有始有终
虚空恐惧,Chogath,黄金,17,循环往复
虚空恐惧,Chogath,黄金,18,无休回复
虚空恐惧,Chogath,黄金,19,面包和黄油
虚空恐惧,Chogath,黄金,20,神射法师
虚空恐惧,Chogath,黄金,21,神圣干预
虚空恐惧,Chogath,黄金,22,作弊：我能回城！
虚空恐惧,Chogath,黄金,23,升级：雪球
虚空恐惧,Chogath,黄金,24,雪球扭蛋机
虚空恐惧,Chogath,黄金,25,心灵净化
虚空恐惧,Chogath,黄金,26,弹球
虚空恐惧,Chogath,黄金,27,捐赠
虚空恐惧,Chogath,黄金,28,红包
虚空恐惧,Chogath,黄金,29,最终都市列车
虚空恐惧,Chogath,黄金,30,生机迸发
虚空恐惧,Chogath,黄金,31,魄罗爆破手
虚空恐惧,Chogath,黄金,32,咏叹奏鸣
虚空恐惧,Chogath,黄金,33,魔鬼之舞
虚空恐惧,Chogath,黄金,34,基石法师
虚空恐惧,Chogath,黄金,35,回力OK镖
虚空恐惧,Chogath,黄金,36,更万用的瞄准镜
虚空恐惧,Chogath,黄金,37,穿针引线
虚空恐惧,Chogath,黄金,38,会心治疗
虚空恐惧,Chogath,黄金,39,超强大脑
虚空恐惧,Chogath,黄金,40,杀戮时间到了
虚空恐惧,Chogath,黄金,41,溢流
虚空恐惧,Chogath,黄金,42,吸血习性
虚空恐惧,Chogath,白银,1,冰霜 幽灵
虚空恐惧,Chogath,白银,2,恶趣味
虚空恐惧,Chogath,白银,3,由心及物
虚空恐惧,Chogath,白银,4,扇巴掌
虚空恐惧,Chogath,白银,5,重量级打击手
虚空恐惧,Chogath,白银,6,升级：献祭
虚空恐惧,Chogath,白银,7,坚若磐石
虚空恐惧,Chogath,白银,8,冰寒
虚空恐惧,Chogath,白银,9,山脉龙魂
虚空恐惧,Chogath,白银,10,海洋龙魂
虚空恐惧,Chogath,白银,11,折磨者
虚空恐惧,Chogath,白银,12,巫师式思考
虚空恐惧,Chogath,白银,13,自我毁灭
虚空恐惧,Chogath,白银,14,物理转魔法
虚空恐惧,Chogath,白银,15,质变：黄金阶
虚空恐惧,Chogath,白银,16,火狐
虚空恐惧,Chogath,白银,17,速度恶魔
虚空恐惧,Chogath,白银,18,升级：荆棘之甲
虚空恐惧,Chogath,白银,19,负重爆气
虚空恐惧,Chogath,白银,20,霸符兄弟
虚空恐惧,Chogath,白银,21,俯冲轰炸
虚空恐惧,Chogath,白银,22,侵蚀
虚空恐惧,Chogath,白银,23,练腿日
虚空恐惧,Chogath,白银,24,逃跑计划
虚空恐惧,Chogath,白银,25,帽上加帽
虚空恐惧,Chogath,白银,26,杀意翻涌
英勇投弹手,Corki,棱彩,1,珠光护手
英勇投弹手,Corki,棱彩,2,物法皆修
英勇投弹手,Corki,棱彩,3,最万用的瞄准镜
英勇投弹手,Corki,棱彩,4,巨人杀手
英勇投弹手,Corki,棱彩,5,连拨击锤
英勇投弹手,Corki,棱彩,6,双刀流
英勇投弹手,Corki,棱彩,7,歌利亚巨人
英勇投弹手,Corki,棱彩,8,秘术冲拳
英勇投弹手,Corki,棱彩,9,战争交响乐
英勇投弹手,Corki,棱彩,10,踢踏舞
英勇投弹手,Corki,棱彩,11,精准奇才
英勇投弹手,Corki,棱彩,12,亮出你的剑
英勇投弹手,Corki,棱彩,13,质变：混沌
英勇投弹手,Corki,棱彩,14,无限循环往复
英勇投弹手,Corki,棱彩,15,地狱三头犬
英勇投弹手,Corki,棱彩,16,利刃华尔兹
英勇投弹手,Corki,棱彩,17,你摸不到
英勇投弹手,Corki,棱彩,18,全能龙魂
英勇投弹手,Corki,棱彩,19,任务：海牛阿福的勇士
英勇投弹手,Corki,棱彩,20,精怪魔法
英勇投弹手,Corki,棱彩,21,玻璃大炮
英勇投弹手,Corki,棱彩,22,夺金
英勇投弹手,Corki,棱彩,23,终极唤醒
英勇投弹手,Corki,棱彩,24,当心小蛋糕！
英勇投弹手,Corki,棱彩,25,扳机炼狱
英勇投弹手,Corki,棱彩,26,飞身踢
英勇投弹手,Corki,黄金,1,裁决使
英勇投弹手,Corki,黄金,2,有始有终
英勇投弹手,Corki,黄金,3,关键暴击
英勇投弹手,Corki,黄金,4,闪电打击
英勇投弹手,Corki,黄金,5,更万用的瞄准镜
英勇投弹手,Corki,黄金,6,灵魂虹吸
英勇投弹手,Corki,黄金,7,穿针引线
英勇投弹手,Corki,黄金,8,易损
英勇投弹手,Corki,黄金,9,魔法飞弹
英勇投弹手,Corki,黄金,10,质变：棱彩阶
英勇投弹手,Corki,黄金,11,暴击律动
英勇投弹手,Corki,黄金,12,升级：无尽之刃
英勇投弹手,Corki,黄金,13,吸血习性
英勇投弹手,Corki,黄金,14,暴击飞弹
英勇投弹手,Corki,黄金,15,红包
英勇投弹手,Corki,黄金,16,升级：耀光
英勇投弹手,Corki,黄金,17,双发快射
英勇投弹手,Corki,黄金,18,虚幻武器
英勇投弹手,Corki,黄金,19,火上浇油
英勇投弹手,Corki,黄金,20,缩小射线
英勇投弹手,Corki,黄金,21,接二连三
英勇投弹手,Corki,黄金,22,老练狙神
英勇投弹手,Corki,黄金,23,会心治疗
英勇投弹手,Corki,黄金,24,一板一眼
英勇投弹手,Corki,黄金,25,溢流
英勇投弹手,Corki,黄金,26,罪恶快感
英勇投弹手,Corki,黄金,27,升级：狂妄
英勇投弹手,Corki,黄金,28,缩小引擎
英勇投弹手,Corki,黄金,29,捐赠
英勇投弹手,Corki,黄金,30,超凡邪恶
英勇投弹手,Corki,黄金,31,魄罗爆破手
